id con_taxonomy res_taxonomy con_mass_mean res_mass_mean interaction_dim
"288" "Lenticulina antarctica" "Porosira glacialis" 1.2e-09 2.94e-11 "2D"
"289" "Lenticulina antarctica" "Porosira pseudodenticulata" 1.2e-09 9.81e-11 "2D"
"290" "Lenticulina antarctica" "Proboscia alata" 1.2e-09 1.51e-12 "2D"
"291" "Lenticulina antarctica" "Proboscia inermi" 1.2e-09 9.94e-13 "2D"
"292" "Lenticulina antarctica" "Proboscia truncata" 1.2e-09 1.21e-11 "2D"
"293" "Lenticulina antarctica" "Pseudo-Nitzschia heimii" 1.2e-09 1.77e-10 "2D"
"294" "Lenticulina antarctica" "Pseudo-Nitzschia liniola" 1.2e-09 8.13e-10 "2D"
"295" "Lenticulina antarctica" "Pseudo-Nitzschia prolongatoides" 1.2e-09 3.74e-12 "2D"
"296" "Lenticulina antarctica" "Pseudo-Nitzschia subcurvata" 1.2e-09 2.22e-10 "2D"
"297" "Lenticulina antarctica" "Rhizosolenia antennata" 1.2e-09 7.78e-12 "2D"
"298" "Lenticulina antarctica" "Stellarima microtrias" 1.2e-09 1.01e-10 "2D"
"299" "Lenticulina antarctica" "Thalassiosira antarctica" 1.2e-09 1.14e-11 "3D"
"300" "Lenticulina antarctica" "Thalassiosira australis" 1.2e-09 2.57e-12 "2D"
"301" "Lenticulina antarctica" "Thalassiosira frenguelliopsis" 1.2e-09 3.54e-12 "2D"
"302" "Lenticulina antarctica" "Thalassiosira gracilis" 1.2e-09 2.57e-12 "2D"
"303" "Lenticulina antarctica" "Thalassiosira gracilis expecta" 1.2e-09 1.92e-11 "2D"
"304" "Lenticulina antarctica" "Thalassiosira gravida" 1.2e-09 5.2e-12 "2D"
"305" "Lenticulina antarctica" "Thalassiosira lentiginosa" 1.2e-09 6.35e-11 "2D"
"306" "Lenticulina antarctica" "Thalassiosira ritscheri" 1.2e-09 6.44e-11 "2D"
"307" "Lenticulina antarctica" "Thalassiosira trifulta" 1.2e-09 5.87e-12 "2D"
"308" "Lenticulina antarctica" "Thalassiosira tumida" 1.2e-09 6.54e-11 "2D"
"309" "Lenticulina antarctica" "Trichotoxon reinboldii" 1.2e-09 2.71e-13 "2D"
"310" "Lenticulina antarctica" "Phytodetritus" 1.2e-09 -999 "2D"
"311" "Lenticulina antarctica" "Sediment" 1.2e-09 -999 "2D"
"312" "Neogloboquadriana pachyderma" "Actinocyclus actinochilus" 1.2e-09 4.06e-11 "2D"
"313" "Neogloboquadriana pachyderma" "Actinocyclus spiritus" 1.2e-09 1.64e-11 "2D"
"314" "Neogloboquadriana pachyderma" "Actinocyclus utricularis" 1.2e-09 4.01e-12 "2D"
"315" "Neogloboquadriana pachyderma" "Azpeitia tabularis" 1.2e-09 1.14e-11 "2D"
"316" "Neogloboquadriana pachyderma" "Banquisia belgicae" 1.2e-09 4.01e-12 "2D"
"317" "Neogloboquadriana pachyderma" "Chaetoceros bulbosum" 1.2e-09 6.04e-13 "2D"
"318" "Neogloboquadriana pachyderma" "Chaetoceros concavicornis" 1.2e-09 4.01e-12 "2D"
"319" "Neogloboquadriana pachyderma" "Chaetoceros criophilum" 1.2e-09 4.01e-12 "2D"
"320" "Neogloboquadriana pachyderma" "Chaetoceros dichaeta" 1.2e-09 6.04e-13 "2D"
"321" "Neogloboquadriana pachyderma" "Chaetoceros flexuosum" 1.2e-09 1.67e-12 "2D"
"322" "Neogloboquadriana pachyderma" "Chaetoceros neglectum" 1.2e-09 9.11e-14 "2D"
"323" "Neogloboquadriana pachyderma" "Chaetoceros pelagicus" 1.2e-09 6.04e-13 "2D"
"324" "Neogloboquadriana pachyderma" "Chaetoceros socialis" 1.2e-09 1.71e-13 "3D"
"325" "Neogloboquadriana pachyderma" "Corethron criophilum" 1.2e-09 4.01e-12 "2D"
"326" "Neogloboquadriana pachyderma" "Coscinodiscus oculoides" 1.2e-09 1.59e-09 "2D"
"327" "Neogloboquadriana pachyderma" "Cylindrotheca closterium" 1.2e-09 4.89e-11 "3D"
"328" "Neogloboquadriana pachyderma" "Eucampia antarctica" 1.2e-09 7.29e-12 "2D"
"329" "Neogloboquadriana pachyderma" "Fragilariopsis curta" 1.2e-09 9.11e-14 "2D"
"330" "Neogloboquadriana pachyderma" "Fragilariopsis cylindrus" 1.2e-09 1.53e-14 "2D"
"331" "Neogloboquadriana pachyderma" "Fragilariopsis kerguelensis" 1.2e-09 3.29e-13 "2D"
"332" "Neogloboquadriana pachyderma" "Fragilariopsis linearis" 1.2e-09 4.53e-13 "2D"
"333" "Neogloboquadriana pachyderma" "Fragilariopsis nana" 1.2e-09 4.53e-13 "2D"
"334" "Neogloboquadriana pachyderma" "Fragilariopsis obliquecostata" 1.2e-09 4.53e-13 "2D"
"335" "Neogloboquadriana pachyderma" "Fragilariopsis pseudonana" 1.2e-09 9.11e-14 "2D"
"336" "Neogloboquadriana pachyderma" "Fragilariopsis rhombica" 1.2e-09 4.53e-13 "2D"
"337" "Neogloboquadriana pachyderma" "Fragilariopsis ritscheri" 1.2e-09 4.53e-13 "2D"
"338" "Neogloboquadriana pachyderma" "Fragilariopsis separanda" 1.2e-09 6.04e-13 "2D"
"339" "Neogloboquadriana pachyderma" "Fragilariopsis sublinearis" 1.2e-09 1.5e-13 "2D"
"340" "Neogloboquadriana pachyderma" "Fragilariopsis vanheurckii" 1.2e-09 9.11e-14 "2D"
"341" "Neogloboquadriana pachyderma" "Manguinea fusiformis" 1.2e-09 1.97e-10 "2D"
"342" "Neogloboquadriana pachyderma" "Manguinea rigida" 1.2e-09 9.1e-12 "2D"
"343" "Neogloboquadriana pachyderma" "Navicula glaciei" 1.2e-09 2.26e-14 "2D"
"344" "Neogloboquadriana pachyderma" "Navicula schefterae" 1.2e-09 2.26e-14 "2D"
"345" "Neogloboquadriana pachyderma" "Nitzschia kerguelensis" 1.2e-09 5.73e-12 "2D"
"346" "Neogloboquadriana pachyderma" "Nitzschia lecointei" 1.2e-09 4.63e-11 "2D"
"347" "Neogloboquadriana pachyderma" "Nitzschia neglecta" 1.2e-09 9.11e-14 "2D"
"348" "Neogloboquadriana pachyderma" "Odontella weissflogii" 1.2e-09 5.73e-12 "2D"
"349" "Neogloboquadriana pachyderma" "Porosira glacialis" 1.2e-09 2.94e-11 "2D"
"350" "Neogloboquadriana pachyderma" "Porosira pseudodenticulata" 1.2e-09 9.81e-11 "2D"
"351" "Neogloboquadriana pachyderma" "Proboscia alata" 1.2e-09 1.51e-12 "2D"
"352" "Neogloboquadriana pachyderma" "Proboscia inermi" 1.2e-09 9.94e-13 "2D"
"353" "Neogloboquadriana pachyderma" "Proboscia truncata" 1.2e-09 1.21e-11 "2D"
"354" "Neogloboquadriana pachyderma" "Pseudo-Nitzschia heimii" 1.2e-09 1.77e-10 "2D"
"355" "Neogloboquadriana pachyderma" "Pseudo-Nitzschia liniola" 1.2e-09 8.13e-10 "2D"
"356" "Neogloboquadriana pachyderma" "Pseudo-Nitzschia prolongatoides" 1.2e-09 3.74e-12 "2D"
"357" "Neogloboquadriana pachyderma" "Pseudo-Nitzschia subcurvata" 1.2e-09 2.22e-10 "2D"
"358" "Neogloboquadriana pachyderma" "Rhizosolenia antennata" 1.2e-09 7.78e-12 "2D"
"359" "Neogloboquadriana pachyderma" "Stellarima microtrias" 1.2e-09 1.01e-10 "2D"
"360" "Neogloboquadriana pachyderma" "Thalassiosira antarctica" 1.2e-09 1.14e-11 "3D"
"361" "Neogloboquadriana pachyderma" "Thalassiosira australis" 1.2e-09 2.57e-12 "2D"
"362" "Neogloboquadriana pachyderma" "Thalassiosira frenguelliopsis" 1.2e-09 3.54e-12 "2D"
"363" "Neogloboquadriana pachyderma" "Thalassiosira gracilis" 1.2e-09 2.57e-12 "2D"
"364" "Neogloboquadriana pachyderma" "Thalassiosira gracilis expecta" 1.2e-09 1.92e-11 "2D"
"365" "Neogloboquadriana pachyderma" "Thalassiosira gravida" 1.2e-09 5.2e-12 "2D"
"366" "Neogloboquadriana pachyderma" "Thalassiosira lentiginosa" 1.2e-09 6.35e-11 "2D"
"367" "Neogloboquadriana pachyderma" "Thalassiosira ritscheri" 1.2e-09 6.44e-11 "2D"
"368" "Neogloboquadriana pachyderma" "Thalassiosira trifulta" 1.2e-09 5.87e-12 "2D"
"369" "Neogloboquadriana pachyderma" "Thalassiosira tumida" 1.2e-09 6.54e-11 "2D"
"370" "Neogloboquadriana pachyderma" "Trichotoxon reinboldii" 1.2e-09 2.71e-13 "2D"
"371" "Neogloboquadriana pachyderma" "Phytodetritus" 1.2e-09 -999 "2D"
"372" "Neogloboquadriana pachyderma" "Sediment" 1.2e-09 -999 "2D"
"373" "Euphausia crystallorophias" "Actinocyclus actinochilus" 1.2 4.06e-11 "2D"
"374" "Euphausia crystallorophias" "Actinocyclus spiritus" 1.2 1.64e-11 "2D"
"375" "Euphausia crystallorophias" "Actinocyclus utricularis" 1.2 4.01e-12 "2D"
"376" "Euphausia crystallorophias" "Azpeitia tabularis" 1.2 1.14e-11 "2D"
"377" "Euphausia crystallorophias" "Banquisia belgicae" 1.2 4.01e-12 "2D"
"378" "Euphausia crystallorophias" "Chaetoceros bulbosum" 1.2 6.04e-13 "2D"
"379" "Euphausia crystallorophias" "Chaetoceros concavicornis" 1.2 4.01e-12 "2D"
"380" "Euphausia crystallorophias" "Chaetoceros criophilum" 1.2 4.01e-12 "2D"
"381" "Euphausia crystallorophias" "Chaetoceros dichaeta" 1.2 6.04e-13 "2D"
"382" "Euphausia crystallorophias" "Chaetoceros flexuosum" 1.2 1.67e-12 "2D"
"383" "Euphausia crystallorophias" "Chaetoceros neglectum" 1.2 9.11e-14 "2D"
"384" "Euphausia crystallorophias" "Chaetoceros pelagicus" 1.2 6.04e-13 "2D"
"385" "Euphausia crystallorophias" "Chaetoceros socialis" 1.2 1.71e-13 "3D"
"386" "Euphausia crystallorophias" "Corethron criophilum" 1.2 4.01e-12 "2D"
"387" "Euphausia crystallorophias" "Coscinodiscus oculoides" 1.2 1.59e-09 "2D"
"388" "Euphausia crystallorophias" "Cylindrotheca closterium" 1.2 4.89e-11 "3D"
"389" "Euphausia crystallorophias" "Eucampia antarctica" 1.2 7.29e-12 "2D"
"390" "Euphausia crystallorophias" "Fragilariopsis curta" 1.2 9.11e-14 "2D"
"391" "Euphausia crystallorophias" "Fragilariopsis cylindrus" 1.2 1.53e-14 "2D"
"392" "Euphausia crystallorophias" "Fragilariopsis kerguelensis" 1.2 3.29e-13 "2D"
"393" "Euphausia crystallorophias" "Fragilariopsis linearis" 1.2 4.53e-13 "2D"
"394" "Euphausia crystallorophias" "Fragilariopsis nana" 1.2 4.53e-13 "2D"
"395" "Euphausia crystallorophias" "Fragilariopsis obliquecostata" 1.2 4.53e-13 "2D"
"396" "Euphausia crystallorophias" "Fragilariopsis pseudonana" 1.2 9.11e-14 "2D"
"397" "Euphausia crystallorophias" "Fragilariopsis rhombica" 1.2 4.53e-13 "2D"
"398" "Euphausia crystallorophias" "Fragilariopsis ritscheri" 1.2 4.53e-13 "2D"
"399" "Euphausia crystallorophias" "Fragilariopsis separanda" 1.2 6.04e-13 "2D"
"400" "Euphausia crystallorophias" "Fragilariopsis sublinearis" 1.2 1.5e-13 "2D"
"401" "Euphausia crystallorophias" "Fragilariopsis vanheurckii" 1.2 9.11e-14 "2D"
"402" "Euphausia crystallorophias" "Manguinea fusiformis" 1.2 1.97e-10 "2D"
"403" "Euphausia crystallorophias" "Manguinea rigida" 1.2 9.1e-12 "2D"
"404" "Euphausia crystallorophias" "Navicula glaciei" 1.2 2.26e-14 "2D"
"405" "Euphausia crystallorophias" "Navicula schefterae" 1.2 2.26e-14 "2D"
"406" "Euphausia crystallorophias" "Nitzschia kerguelensis" 1.2 5.73e-12 "2D"
"407" "Euphausia crystallorophias" "Nitzschia lecointei" 1.2 4.63e-11 "2D"
"408" "Euphausia crystallorophias" "Nitzschia neglecta" 1.2 9.11e-14 "2D"
"409" "Euphausia crystallorophias" "Odontella weissflogii" 1.2 5.73e-12 "2D"
"410" "Euphausia crystallorophias" "Porosira glacialis" 1.2 2.94e-11 "2D"
"411" "Euphausia crystallorophias" "Porosira pseudodenticulata" 1.2 9.81e-11 "2D"
"412" "Euphausia crystallorophias" "Proboscia alata" 1.2 1.51e-12 "2D"
"413" "Euphausia crystallorophias" "Proboscia inermi" 1.2 9.94e-13 "2D"
"414" "Euphausia crystallorophias" "Proboscia truncata" 1.2 1.21e-11 "2D"
"415" "Euphausia crystallorophias" "Pseudo-Nitzschia heimii" 1.2 1.77e-10 "2D"
"416" "Euphausia crystallorophias" "Pseudo-Nitzschia liniola" 1.2 8.13e-10 "2D"
"417" "Euphausia crystallorophias" "Pseudo-Nitzschia prolongatoides" 1.2 3.74e-12 "2D"
"418" "Euphausia crystallorophias" "Pseudo-Nitzschia subcurvata" 1.2 2.22e-10 "2D"
"419" "Euphausia crystallorophias" "Rhizosolenia antennata" 1.2 7.78e-12 "2D"
"420" "Euphausia crystallorophias" "Stellarima microtrias" 1.2 1.01e-10 "2D"
"421" "Euphausia crystallorophias" "Thalassiosira antarctica" 1.2 1.14e-11 "3D"
"422" "Euphausia crystallorophias" "Thalassiosira australis" 1.2 2.57e-12 "2D"
"423" "Euphausia crystallorophias" "Thalassiosira frenguelliopsis" 1.2 3.54e-12 "2D"
"424" "Euphausia crystallorophias" "Thalassiosira gracilis" 1.2 2.57e-12 "2D"
"425" "Euphausia crystallorophias" "Thalassiosira gracilis expecta" 1.2 1.92e-11 "2D"
"426" "Euphausia crystallorophias" "Thalassiosira gravida" 1.2 5.2e-12 "2D"
"427" "Euphausia crystallorophias" "Thalassiosira lentiginosa" 1.2 6.35e-11 "2D"
"428" "Euphausia crystallorophias" "Thalassiosira ritscheri" 1.2 6.44e-11 "2D"
"429" "Euphausia crystallorophias" "Thalassiosira trifulta" 1.2 5.87e-12 "2D"
"430" "Euphausia crystallorophias" "Thalassiosira tumida" 1.2 6.54e-11 "2D"
"431" "Euphausia crystallorophias" "Trichotoxon reinboldii" 1.2 2.71e-13 "2D"
"432" "Euphausia crystallorophias" "Dictyocha speculum" 1.2 6.98e-12 "2D"
"433" "Euphausia crystallorophias" "Phaeocystis antarctica" 1.2 1.24e-13 "2D"
"434" "Euphausia crystallorophias" "Silicioflagellata" 1.2 3.44e-14 "2D"
"435" "Euphausia crystallorophias" "Bodo saltans" 1.2 2.28e-13 "2D"
"436" "Euphausia crystallorophias" "Amphidinium hadai" 1.2 4e-12 "3D"
"437" "Euphausia crystallorophias" "Gyrodinium lachryama" 1.2 1.2e-10 "3D"
"438" "Euphausia crystallorophias" "Parvicorbucula socialis" 1.2 3.3e-13 "3D"
"439" "Euphausia frigida" "Actinocyclus actinochilus" 0.17 4.06e-11 "2D"
"440" "Euphausia frigida" "Actinocyclus spiritus" 0.17 1.64e-11 "2D"
"441" "Euphausia frigida" "Actinocyclus utricularis" 0.17 4.01e-12 "2D"
"442" "Euphausia frigida" "Azpeitia tabularis" 0.17 1.14e-11 "2D"
"443" "Euphausia frigida" "Banquisia belgicae" 0.17 4.01e-12 "2D"
"444" "Euphausia frigida" "Chaetoceros bulbosum" 0.17 6.04e-13 "2D"
"445" "Euphausia frigida" "Chaetoceros concavicornis" 0.17 4.01e-12 "2D"
"446" "Euphausia frigida" "Chaetoceros criophilum" 0.17 4.01e-12 "2D"
"447" "Euphausia frigida" "Chaetoceros dichaeta" 0.17 6.04e-13 "2D"
"448" "Euphausia frigida" "Chaetoceros flexuosum" 0.17 1.67e-12 "2D"
"449" "Euphausia frigida" "Chaetoceros neglectum" 0.17 9.11e-14 "2D"
"450" "Euphausia frigida" "Chaetoceros pelagicus" 0.17 6.04e-13 "2D"
"451" "Euphausia frigida" "Chaetoceros socialis" 0.17 1.71e-13 "3D"
"452" "Euphausia frigida" "Corethron criophilum" 0.17 4.01e-12 "2D"
"453" "Euphausia frigida" "Coscinodiscus oculoides" 0.17 1.59e-09 "2D"
"454" "Euphausia frigida" "Cylindrotheca closterium" 0.17 4.89e-11 "3D"
"455" "Euphausia frigida" "Eucampia antarctica" 0.17 7.29e-12 "2D"
"456" "Euphausia frigida" "Fragilariopsis curta" 0.17 9.11e-14 "2D"
"457" "Euphausia frigida" "Fragilariopsis cylindrus" 0.17 1.53e-14 "2D"
"458" "Euphausia frigida" "Fragilariopsis kerguelensis" 0.17 3.29e-13 "2D"
"459" "Euphausia frigida" "Fragilariopsis linearis" 0.17 4.53e-13 "2D"
"460" "Euphausia frigida" "Fragilariopsis nana" 0.17 4.53e-13 "2D"
"461" "Euphausia frigida" "Fragilariopsis obliquecostata" 0.17 4.53e-13 "2D"
"462" "Euphausia frigida" "Fragilariopsis pseudonana" 0.17 9.11e-14 "2D"
"463" "Euphausia frigida" "Fragilariopsis rhombica" 0.17 4.53e-13 "2D"
"464" "Euphausia frigida" "Fragilariopsis ritscheri" 0.17 4.53e-13 "2D"
"465" "Euphausia frigida" "Fragilariopsis separanda" 0.17 6.04e-13 "2D"
"466" "Euphausia frigida" "Fragilariopsis sublinearis" 0.17 1.5e-13 "2D"
"467" "Euphausia frigida" "Fragilariopsis vanheurckii" 0.17 9.11e-14 "2D"
"468" "Euphausia frigida" "Manguinea fusiformis" 0.17 1.97e-10 "2D"
"469" "Euphausia frigida" "Manguinea rigida" 0.17 9.1e-12 "2D"
"470" "Euphausia frigida" "Navicula glaciei" 0.17 2.26e-14 "2D"
"471" "Euphausia frigida" "Navicula schefterae" 0.17 2.26e-14 "2D"
"472" "Euphausia frigida" "Nitzschia kerguelensis" 0.17 5.73e-12 "2D"
"473" "Euphausia frigida" "Nitzschia lecointei" 0.17 4.63e-11 "2D"
"474" "Euphausia frigida" "Nitzschia neglecta" 0.17 9.11e-14 "2D"
"475" "Euphausia frigida" "Odontella weissflogii" 0.17 5.73e-12 "2D"
"476" "Euphausia frigida" "Porosira glacialis" 0.17 2.94e-11 "2D"
"477" "Euphausia frigida" "Porosira pseudodenticulata" 0.17 9.81e-11 "2D"
"478" "Euphausia frigida" "Proboscia alata" 0.17 1.51e-12 "2D"
"479" "Euphausia frigida" "Proboscia inermi" 0.17 9.94e-13 "2D"
"480" "Euphausia frigida" "Proboscia truncata" 0.17 1.21e-11 "2D"
"481" "Euphausia frigida" "Pseudo-Nitzschia heimii" 0.17 1.77e-10 "2D"
"482" "Euphausia frigida" "Pseudo-Nitzschia liniola" 0.17 8.13e-10 "2D"
"483" "Euphausia frigida" "Pseudo-Nitzschia prolongatoides" 0.17 3.74e-12 "2D"
"484" "Euphausia frigida" "Pseudo-Nitzschia subcurvata" 0.17 2.22e-10 "2D"
"485" "Euphausia frigida" "Rhizosolenia antennata" 0.17 7.78e-12 "2D"
"486" "Euphausia frigida" "Stellarima microtrias" 0.17 1.01e-10 "2D"
"487" "Euphausia frigida" "Thalassiosira antarctica" 0.17 1.14e-11 "3D"
"488" "Euphausia frigida" "Thalassiosira australis" 0.17 2.57e-12 "2D"
"489" "Euphausia frigida" "Thalassiosira frenguelliopsis" 0.17 3.54e-12 "2D"
"490" "Euphausia frigida" "Thalassiosira gracilis" 0.17 2.57e-12 "2D"
"491" "Euphausia frigida" "Thalassiosira gracilis expecta" 0.17 1.92e-11 "2D"
"492" "Euphausia frigida" "Thalassiosira gravida" 0.17 5.2e-12 "2D"
"493" "Euphausia frigida" "Thalassiosira lentiginosa" 0.17 6.35e-11 "2D"
"494" "Euphausia frigida" "Thalassiosira ritscheri" 0.17 6.44e-11 "2D"
"495" "Euphausia frigida" "Thalassiosira trifulta" 0.17 5.87e-12 "2D"
"496" "Euphausia frigida" "Thalassiosira tumida" 0.17 6.54e-11 "2D"
"497" "Euphausia frigida" "Trichotoxon reinboldii" 0.17 2.71e-13 "2D"
"498" "Euphausia frigida" "Dictyocha speculum" 0.17 6.98e-12 "2D"
"499" "Euphausia frigida" "Phaeocystis antarctica" 0.17 1.24e-13 "2D"
"500" "Euphausia frigida" "Silicioflagellata" 0.17 3.44e-14 "2D"
"501" "Euphausia frigida" "Bodo saltans" 0.17 2.28e-13 "2D"
"502" "Euphausia frigida" "Amphidinium hadai" 0.17 4e-12 "3D"
"503" "Euphausia frigida" "Gyrodinium lachryama" 0.17 1.2e-10 "3D"
"504" "Euphausia frigida" "Parvicorbucula socialis" 0.17 3.3e-13 "3D"
"505" "Euphausia frigida" "Neogloboquadriana pachyderma" 0.17 1.2e-09 "2D"
"506" "Euphausia frigida" "Rhincalanus gigas" 0.17 0.02 "3D"
"507" "Euphausia frigida" "Calanus propinquus" 0.17 0.0057 "3D"
"508" "Euphausia frigida" "Calanoides acutus" 0.17 0.0055 "3D"
"509" "Euphausia frigida" "Metridia gerlachei" 0.17 0.0023 "3D"
"510" "Euphausia frigida" "Paraeuchaeta antarctica" 0.17 0.0081 "3D"
"511" "Euphausia frigida" "Clione limacina" 0.17 0.014 "3D"
"512" "Euphausia frigida" "Clione antarctica" 0.17 0.1 "3D"
"513" "Euphausia frigida" "Clio pyramidata" 0.17 0.017 "3D"
"514" "Euphausia frigida" "Limacina helicina antarctica" 0.17 9.4e-05 "3D"
"515" "Thysanoessa macrura" "Actinocyclus actinochilus" 0.15 4.06e-11 "2D"
"516" "Thysanoessa macrura" "Actinocyclus spiritus" 0.15 1.64e-11 "2D"
"517" "Thysanoessa macrura" "Actinocyclus utricularis" 0.15 4.01e-12 "2D"
"518" "Thysanoessa macrura" "Azpeitia tabularis" 0.15 1.14e-11 "2D"
"519" "Thysanoessa macrura" "Banquisia belgicae" 0.15 4.01e-12 "2D"
"520" "Thysanoessa macrura" "Chaetoceros bulbosum" 0.15 6.04e-13 "2D"
"521" "Thysanoessa macrura" "Chaetoceros concavicornis" 0.15 4.01e-12 "2D"
"522" "Thysanoessa macrura" "Chaetoceros criophilum" 0.15 4.01e-12 "2D"
"523" "Thysanoessa macrura" "Chaetoceros dichaeta" 0.15 6.04e-13 "2D"
"524" "Thysanoessa macrura" "Chaetoceros flexuosum" 0.15 1.67e-12 "2D"
"525" "Thysanoessa macrura" "Chaetoceros neglectum" 0.15 9.11e-14 "2D"
"526" "Thysanoessa macrura" "Chaetoceros pelagicus" 0.15 6.04e-13 "2D"
"527" "Thysanoessa macrura" "Chaetoceros socialis" 0.15 1.71e-13 "3D"
"528" "Thysanoessa macrura" "Corethron criophilum" 0.15 4.01e-12 "2D"
"529" "Thysanoessa macrura" "Coscinodiscus oculoides" 0.15 1.59e-09 "2D"
"530" "Thysanoessa macrura" "Cylindrotheca closterium" 0.15 4.89e-11 "3D"
"531" "Thysanoessa macrura" "Eucampia antarctica" 0.15 7.29e-12 "2D"
"532" "Thysanoessa macrura" "Fragilariopsis curta" 0.15 9.11e-14 "2D"
"533" "Thysanoessa macrura" "Fragilariopsis cylindrus" 0.15 1.53e-14 "2D"
"534" "Thysanoessa macrura" "Fragilariopsis kerguelensis" 0.15 3.29e-13 "2D"
"535" "Thysanoessa macrura" "Fragilariopsis linearis" 0.15 4.53e-13 "2D"
"536" "Thysanoessa macrura" "Fragilariopsis nana" 0.15 4.53e-13 "2D"
"537" "Thysanoessa macrura" "Fragilariopsis obliquecostata" 0.15 4.53e-13 "2D"
"538" "Thysanoessa macrura" "Fragilariopsis pseudonana" 0.15 9.11e-14 "2D"
"539" "Thysanoessa macrura" "Fragilariopsis rhombica" 0.15 4.53e-13 "2D"
"540" "Thysanoessa macrura" "Fragilariopsis ritscheri" 0.15 4.53e-13 "2D"
"541" "Thysanoessa macrura" "Fragilariopsis separanda" 0.15 6.04e-13 "2D"
"542" "Thysanoessa macrura" "Fragilariopsis sublinearis" 0.15 1.5e-13 "2D"
"543" "Thysanoessa macrura" "Fragilariopsis vanheurckii" 0.15 9.11e-14 "2D"
"544" "Thysanoessa macrura" "Manguinea fusiformis" 0.15 1.97e-10 "2D"
"545" "Thysanoessa macrura" "Manguinea rigida" 0.15 9.1e-12 "2D"
"546" "Thysanoessa macrura" "Navicula glaciei" 0.15 2.26e-14 "2D"
"547" "Thysanoessa macrura" "Navicula schefterae" 0.15 2.26e-14 "2D"
"548" "Thysanoessa macrura" "Nitzschia kerguelensis" 0.15 5.73e-12 "2D"
"549" "Thysanoessa macrura" "Nitzschia lecointei" 0.15 4.63e-11 "2D"
"550" "Thysanoessa macrura" "Nitzschia neglecta" 0.15 9.11e-14 "2D"
"551" "Thysanoessa macrura" "Odontella weissflogii" 0.15 5.73e-12 "2D"
"552" "Thysanoessa macrura" "Porosira glacialis" 0.15 2.94e-11 "2D"
"553" "Thysanoessa macrura" "Porosira pseudodenticulata" 0.15 9.81e-11 "2D"
"554" "Thysanoessa macrura" "Proboscia alata" 0.15 1.51e-12 "2D"
"555" "Thysanoessa macrura" "Proboscia inermi" 0.15 9.94e-13 "2D"
"556" "Thysanoessa macrura" "Proboscia truncata" 0.15 1.21e-11 "2D"
"557" "Thysanoessa macrura" "Pseudo-Nitzschia heimii" 0.15 1.77e-10 "2D"
"558" "Thysanoessa macrura" "Pseudo-Nitzschia liniola" 0.15 8.13e-10 "2D"
"559" "Thysanoessa macrura" "Pseudo-Nitzschia prolongatoides" 0.15 3.74e-12 "2D"
"560" "Thysanoessa macrura" "Pseudo-Nitzschia subcurvata" 0.15 2.22e-10 "2D"
"561" "Thysanoessa macrura" "Rhizosolenia antennata" 0.15 7.78e-12 "2D"
"562" "Thysanoessa macrura" "Stellarima microtrias" 0.15 1.01e-10 "2D"
"563" "Thysanoessa macrura" "Thalassiosira antarctica" 0.15 1.14e-11 "3D"
"564" "Thysanoessa macrura" "Thalassiosira australis" 0.15 2.57e-12 "2D"
"565" "Thysanoessa macrura" "Thalassiosira frenguelliopsis" 0.15 3.54e-12 "2D"
"566" "Thysanoessa macrura" "Thalassiosira gracilis" 0.15 2.57e-12 "2D"
"567" "Thysanoessa macrura" "Thalassiosira gracilis expecta" 0.15 1.92e-11 "2D"
"568" "Thysanoessa macrura" "Thalassiosira gravida" 0.15 5.2e-12 "2D"
"569" "Thysanoessa macrura" "Thalassiosira lentiginosa" 0.15 6.35e-11 "2D"
"570" "Thysanoessa macrura" "Thalassiosira ritscheri" 0.15 6.44e-11 "2D"
"571" "Thysanoessa macrura" "Thalassiosira trifulta" 0.15 5.87e-12 "2D"
"572" "Thysanoessa macrura" "Thalassiosira tumida" 0.15 6.54e-11 "2D"
"573" "Thysanoessa macrura" "Trichotoxon reinboldii" 0.15 2.71e-13 "2D"
"574" "Thysanoessa macrura" "Dictyocha speculum" 0.15 6.98e-12 "2D"
"575" "Thysanoessa macrura" "Phaeocystis antarctica" 0.15 1.24e-13 "2D"
"576" "Thysanoessa macrura" "Silicioflagellata" 0.15 3.44e-14 "2D"
"577" "Thysanoessa macrura" "Bodo saltans" 0.15 2.28e-13 "2D"
"578" "Thysanoessa macrura" "Amphidinium hadai" 0.15 4e-12 "3D"
"579" "Thysanoessa macrura" "Gyrodinium lachryama" 0.15 1.2e-10 "3D"
"580" "Thysanoessa macrura" "Parvicorbucula socialis" 0.15 3.3e-13 "3D"
"581" "Thysanoessa macrura" "Neogloboquadriana pachyderma" 0.15 1.2e-09 "2D"
"582" "Thysanoessa macrura" "Rhincalanus gigas" 0.15 0.02 "3D"
"583" "Thysanoessa macrura" "Calanus propinquus" 0.15 0.0057 "3D"
"584" "Thysanoessa macrura" "Calanoides acutus" 0.15 0.0055 "3D"
"585" "Thysanoessa macrura" "Metridia gerlachei" 0.15 0.0023 "3D"
"586" "Thysanoessa macrura" "Paraeuchaeta antarctica" 0.15 0.0081 "3D"
"587" "Thysanoessa macrura" "Rhodalia miranda" 0.15 0.15 "3D"
"588" "Thysanoessa macrura" "Atolla wyvillei" 0.15 1.5 "3D"
"589" "Thysanoessa macrura" "Dimophyes arctica" 0.15 0.15 "3D"
